DataSource,Area,DatasetType,Period,Season,VariableName,VariableUnit,VariableValue
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Su,sea surface salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Au,sea surface salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Wi,sea surface salinity,,34.16
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Sp,sea surface salinity,,34.2
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Su,sea surface salinity,,34.38
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Au,sea surface salinity,,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Wi,sea bottom salinity,,34.15
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Sp,sea bottom salinity,,34.35
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Su,sea bottom salinity,,34.43
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Au,sea bottom salinity,,34.16
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Wi,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Sp,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Su,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Au,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Wi,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Sp,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Su,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Au,sea bottom salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Wi,sea bottom salinity,,34.41
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Sp,sea bottom salinity,,34.44
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Su,sea bottom salinity,,34.63
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Au,sea bottom salinity,,34.6
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Wi,sea bottom salinity,,34.22
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Sp,sea bottom salinity,,34.43
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Su,sea bottom salinity,,34.48
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Au,sea bottom salinity,,34.21
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Wi,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Sp,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Su,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Au,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Wi,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Sp,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Su,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Au,sea bottom salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Wi,sea bottom salinity,,34.4
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Sp,sea bottom salinity,,34.47
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Su,sea bottom salinity,,34.67
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Au,sea bottom salinity,,34.6
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Wi,sea bottom salinity,,34.11
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Sp,sea bottom salinity,,34.3
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Su,sea bottom salinity,,34.4
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Au,sea bottom salinity,,34.12
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Wi,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Su,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Wi,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Sp,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Su,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Au,sea bottom salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Wi,sea bottom salinity,,34.39
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Sp,sea bottom salinity,,34.45
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Su,sea bottom salinity,,34.6
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Au,sea bottom salinity,,34.58
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Wi,sea bottom salinity,,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Sp,sea bottom salinity,,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Su,sea bottom salinity,,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Au,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Wi,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Sp,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Su,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Au,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Wi,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Sp,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Su,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Au,sea bottom salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Wi,sea bottom salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Sp,sea bottom salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Su,sea bottom salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Au,sea bottom salinity,,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Wi,sea bottom salinity,,33.79
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Sp,sea bottom salinity,,34.12
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Su,sea bottom salinity,,34.11
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Au,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Wi,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Sp,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Su,sea bottom salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Au,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Wi,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Sp,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Su,sea bottom salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Au,sea bottom salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Wi,sea bottom salinity,,34.34
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Sp,sea bottom salinity,,34.33
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Su,sea bottom salinity,,34.48
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Au,sea bottom salinity,,-99
MINI,02. (CLYDE) MILLPORT           ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,7.7
MINI,02. (CLYDE) MILLPORT           ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,10.3
MINI,02. (CLYDE) MILLPORT           ,Dataset Average,1997-2016,Su,sea surface temperature,°C,14.2
MINI,02. (CLYDE) MILLPORT           ,Dataset Average,1997-2016,Au,sea surface temperature,°C,11
MINI,03. (ARGYLL) TIREE             ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,8.1
MINI,03. (ARGYLL) TIREE             ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,9.6
MINI,03. (ARGYLL) TIREE             ,Dataset Average,1997-2016,Su,sea surface temperature,°C,13.4
MINI,03. (ARGYLL) TIREE             ,Dataset Average,1997-2016,Au,sea surface temperature,°C,11.8
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,7.7
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,10.2
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Dataset Average,1997-2016,Su,sea surface temperature,°C,13.9
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Dataset Average,1997-2016,Au,sea surface temperature,°C,11
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,7.8
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,10
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Dataset Average,1997-2016,Su,sea surface temperature,°C,13.8
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Dataset Average,1997-2016,Au,sea surface temperature,°C,11.3
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,7.7
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,9.5
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Dataset Average,1997-2016,Su,sea surface temperature,°C,13
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Dataset Average,1997-2016,Au,sea surface temperature,°C,10.8
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Dataset Average,1997-2016,Wi,sea surface temperature,°C,8.1
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Dataset Average,1997-2016,Sp,sea surface temperature,°C,9.9
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Dataset Average,1997-2016,Su,sea surface temperature,°C,13
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Dataset Average,1997-2016,Au,sea surface temperature,°C,11
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,6.4
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,9.4
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Su,sea surface temperature,°C,13
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Au,sea surface temperature,°C,9.6
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,7.6
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,8.9
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Dataset Average,1997-2016,Su,sea surface temperature,°C,12
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Dataset Average,1997-2016,Au,sea surface temperature,°C,10.1
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,6.2
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,9.4
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Su,sea surface temperature,°C,12.7
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Au,sea surface temperature,°C,9
MINI,09. (MORAY FIRTH) CROMARTY     ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,5.8
MINI,09. (MORAY FIRTH) CROMARTY     ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,9.8
MINI,09. (MORAY FIRTH) CROMARTY     ,Dataset Average,1997-2016,Su,sea surface temperature,°C,13.8
MINI,09. (MORAY FIRTH) CROMARTY     ,Dataset Average,1997-2016,Au,sea surface temperature,°C,9.3
MINI,10. (NORTH EAST) EAST COAST    ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,6.5
MINI,10. (NORTH EAST) EAST COAST    ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,8.7
MINI,10. (NORTH EAST) EAST COAST    ,Dataset Average,1997-2016,Su,sea surface temperature,°C,12.9
MINI,10. (NORTH EAST) EAST COAST    ,Dataset Average,1997-2016,Au,sea surface temperature,°C,10.5
MINI,02. (CLYDE) MILLPORT           ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,7.9
MINI,02. (CLYDE) MILLPORT           ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,10.4
MINI,02. (CLYDE) MILLPORT           ,Climatological Average,2000-2010,Su,sea surface temperature,°C,14.3
MINI,02. (CLYDE) MILLPORT           ,Climatological Average,2000-2010,Au,sea surface temperature,°C,11.1
MINI,03. (ARGYLL) TIREE             ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,8.3
MINI,03. (ARGYLL) TIREE             ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,9.7
MINI,03. (ARGYLL) TIREE             ,Climatological Average,2000-2010,Su,sea surface temperature,°C,13.5
MINI,03. (ARGYLL) TIREE             ,Climatological Average,2000-2010,Au,sea surface temperature,°C,11.9
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,7.6
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,10.2
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Climatological Average,2000-2010,Su,sea surface temperature,°C,13.9
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Climatological Average,2000-2010,Au,sea surface temperature,°C,11
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,7.9
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,10.1
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Climatological Average,2000-2010,Su,sea surface temperature,°C,14
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Climatological Average,2000-2010,Au,sea surface temperature,°C,11.4
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,7.8
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,9.7
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Climatological Average,2000-2010,Su,sea surface temperature,°C,13.2
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Climatological Average,2000-2010,Au,sea surface temperature,°C,10.8
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Climatological Average,2000-2010,Wi,sea surface temperature,°C,8.2
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Climatological Average,2000-2010,Sp,sea surface temperature,°C,10.1
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Climatological Average,2000-2010,Su,sea surface temperature,°C,13.2
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Climatological Average,2000-2010,Au,sea surface temperature,°C,11.1
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,6.5
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,9.6
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Su,sea surface temperature,°C,13.1
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Au,sea surface temperature,°C,9.6
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,7.5
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,8.9
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Climatological Average,2000-2010,Su,sea surface temperature,°C,11.9
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Climatological Average,2000-2010,Au,sea surface temperature,°C,10.1
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,6.3
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,9.5
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Su,sea surface temperature,°C,12.8
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Au,sea surface temperature,°C,9
MINI,09. (MORAY FIRTH) CROMARTY     ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,5.9
MINI,09. (MORAY FIRTH) CROMARTY     ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,9.9
MINI,09. (MORAY FIRTH) CROMARTY     ,Climatological Average,2000-2010,Su,sea surface temperature,°C,14
MINI,09. (MORAY FIRTH) CROMARTY     ,Climatological Average,2000-2010,Au,sea surface temperature,°C,9.4
MINI,10. (NORTH EAST) EAST COAST    ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,6.5
MINI,10. (NORTH EAST) EAST COAST    ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,8.7
MINI,10. (NORTH EAST) EAST COAST    ,Climatological Average,2000-2010,Su,sea surface temperature,°C,13
MINI,10. (NORTH EAST) EAST COAST    ,Climatological Average,2000-2010,Au,sea surface temperature,°C,10.5
MINI,02. (CLYDE) MILLPORT           ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.5
MINI,02. (CLYDE) MILLPORT           ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,10
MINI,02. (CLYDE) MILLPORT           ,Decadal Average,2006-2015,Su,sea surface temperature,°C,14.1
MINI,02. (CLYDE) MILLPORT           ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.9
MINI,03. (ARGYLL) TIREE             ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,8
MINI,03. (ARGYLL) TIREE             ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.5
MINI,03. (ARGYLL) TIREE             ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.4
MINI,03. (ARGYLL) TIREE             ,Decadal Average,2006-2015,Au,sea surface temperature,°C,11.7
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.7
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,10.2
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.9
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Decadal Average,2006-2015,Au,sea surface temperature,°C,11.1
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.7
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,10
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.8
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Decadal Average,2006-2015,Au,sea surface temperature,°C,11.2
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.7
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.2
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Decadal Average,2006-2015,Su,sea surface temperature,°C,12.8
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.8
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Decadal Average,2006-2015,Wi,sea surface temperature,°C,8.1
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Decadal Average,2006-2015,Sp,sea surface temperature,°C,10
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Decadal Average,2006-2015,Su,sea surface temperature,°C,12.9
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.9
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,6.4
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.3
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Au,sea surface temperature,°C,9.4
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.4
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,8.7
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Decadal Average,2006-2015,Su,sea surface temperature,°C,11.6
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Decadal Average,2006-2015,Au,sea surface temperature,°C,9.8
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,6.2
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.4
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Su,sea surface temperature,°C,12.7
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Au,sea surface temperature,°C,8.9
MINI,09. (MORAY FIRTH) CROMARTY     ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,5.8
MINI,09. (MORAY FIRTH) CROMARTY     ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.8
MINI,09. (MORAY FIRTH) CROMARTY     ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.8
MINI,09. (MORAY FIRTH) CROMARTY     ,Decadal Average,2006-2015,Au,sea surface temperature,°C,9.3
MINI,10. (NORTH EAST) EAST COAST    ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,6.4
MINI,10. (NORTH EAST) EAST COAST    ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,8.6
MINI,10. (NORTH EAST) EAST COAST    ,Decadal Average,2006-2015,Su,sea surface temperature,°C,12.8
MINI,10. (NORTH EAST) EAST COAST    ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.5
MINI,02. (CLYDE) MILLPORT           ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,02. (CLYDE) MILLPORT           ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINI,02. (CLYDE) MILLPORT           ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,02. (CLYDE) MILLPORT           ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,03. (ARGYLL) TIREE             ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,03. (ARGYLL) TIREE             ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINI,03. (ARGYLL) TIREE             ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,03. (ARGYLL) TIREE             ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Sp,sea surface temperature,°C,-99
